17.0525,14.25,-2.8024999999999984
13.965,17.1,3.1350000000000016
14.82,12.825,-1.995000000000001
12.635000000000002,12.635000000000002,0.0
12.635000000000002,11.875,-0.7600000000000016
10.545000000000002,11.495,0.9499999999999975
11.685,11.685,0.0
11.685,11.685,0.0
12.35,11.685,-0.6649999999999991
11.685,11.875,0.1899999999999995
11.875,11.78,-0.09500000000000064
11.78,12.825,1.045
13.585,12.54,-1.0450000000000017
12.920000000000002,9.5,-3.4200000000000017
9.975,9.5,-0.47499999999999964
9.5,9.785,0.28500000000000014
9.785,12.635000000000002,2.8500000000000014
13.775,13.775,0.0
12.445,10.45,-1.995000000000001
15.2,10.165,-5.035
12.635000000000002,11.02,-1.615000000000002
11.02,12.445,1.4250000000000007
